account_id,account_name,account_type,industry,annual_revenue,number_of_employees,website,phone,fax,billing_street,billing_city,billing_state,billing_postal_code,billing_country,contact_id,contact_first_name,contact_last_name,contact_email,contact_phone,opportunity_id,opportunity_name,opportunity_stage,opportunity_amount,opportunity_close_date
0550ec3b-26f3-494b-a99c-86bef17f5263,Stark-Patterson,Consultant,Manufacturing,2821218.0,365,http://gonzalez-hayes.com/,(555) 8843831,(555) 5062277,90136 Erica Stravenue,Simpsonfort,New York,97775,Latvia,173dc571-bbce-4033-93f4-5fa6fca85da8,Peter,Morris,eric75@example.com,(555) 4164997,945570ad-feb2-41e6-9376-ab2dbe7f7310,Opportunity 24,Negotiation,198569.94,2024-10-17
3a5f079e-fca2-4753-b9bc-1778315102b3,Walker-Howard,Reseller,Finance,4371796.64,1267,http://www.huff.com/,(555) 1174324,(555) 9481306,77422 Dawn Bridge,North Dana,Washington,91647,North Macedonia,94c55364-3835-4184-8e3a-2b65fae81d96,Hannah,Parsons,chapmandustin@example.net,(555) 8481146,acd432e2-2af3-4077-b8f7-6dd4f9d29c4e,Opportunity 92,Proposal,400915.17,2024-10-22
2f83a5aa-02fb-438d-b373-7d5131c30137,Fuller-Williams,Consultant,Retail,8354893.84,4139,https://nixon-berg.com/,(555) 3733832,(555) 8728790,61484 Mccall Island Suite 591,West Roger,Vermont,04406,Lao People's Democratic Republic,6b05478c-b5d2-4d1d-89a9-4927d729b21d,Renee,Johnson,shuber@example.net,(555) 7680806,764c39cc-3445-4639-865f-4bd791dfa8d3,Opportunity 49,Closed Won,313610.96,2024-12-16
35c8a1cb-d33c-4e5c-850a-ecfca0655e2e,"Ayers, Ellis and Warren",Reseller,Education,9994401.41,3827,http://flores.info/,(555) 7530445,(555) 8398532,52640 Patricia Isle Suite 948,Nguyenport,New Mexico,40226,Myanmar,4d228ed3-cb12-4952-92fe-b7e026482a31,Ashley,Smith,millerpeter@example.org,(555) 6409351,0180db5b-a60b-457a-9dc1-dafada0364b1,Opportunity 22,Closed Won,19176.49,2024-11-24
2e327fb6-26be-40cb-b321-c4093f73656f,Carr Inc,Customer,Education,171957.97,4260,http://www.armstrong.com/,(555) 8823483,(555) 5318776,40942 Jones Port Apt. 347,Matthewsport,Wisconsin,07975,Montenegro,c2f5ad95-490b-464a-8c99-c60a08debc76,David,Burgess,nnelson@example.org,(555) 8320439,5c57519a-63e8-4f4c-b49f-f41bb9934e7c,Opportunity 77,Prospecting,247094.43,2024-12-03
1b285692-f492-4bf6-9e45-f46ee0f7c6ad,"Bryant, Meyer and Curtis",Distributor,Education,8839859.98,4224,http://www.henry-garcia.com/,(555) 5925089,(555) 2658107,98310 Cannon Mountains Apt. 080,Migueltown,Massachusetts,32936,Central African Republic,6367f9c9-a2f7-4f97-a806-8f97ad524625,David,Frye,mmerritt@example.org,(555) 3632904,bb767255-8736-43fe-a801-296f752399be,Opportunity 58,Proposal,229967.42,2024-09-30
e1324f20-4c02-4244-a4fb-8669fe525f19,"Drake, Fleming and Edwards",Distributor,Technology,6034564.6,3991,http://www.fitzgerald-harmon.com/,(555) 2033632,(555) 1321755,162 Jones Roads Suite 946,Lake Brian,Massachusetts,10666,Lesotho,bce257aa-5b14-49ec-8950-f2db73eae34d,Kimberly,Baker,kristin38@example.org,(555) 7355787,fd66fb32-f4a4-4642-80fe-b5cc29ae30e9,Opportunity 60,Prospecting,484091.26,2024-10-28
c64ad77b-277e-4454-a587-27f98238589a,"Moore, Martin and Webb",Partner,Education,6768813.37,2569,https://www.hernandez.com/,(555) 3299566,(555) 2972290,04479 Strickland Fork Apt. 832,Davidstad,Vermont,51495,Burkina Faso,562eedda-0543-483c-b064-0996d976596a,Jennifer,Bailey,kimberlythompson@example.com,(555) 7225034,dbbd3ced-eb96-4398-8984-5199bc4bcb59,Opportunity 23,Prospecting,217811.22,2024-09-29
a14d473a-33d8-4414-8b74-a41f08615ccf,"Boyer, Woods and Gray",Consultant,Technology,7097799.07,815,https://www.lee.org/,(555) 3999335,(555) 1196403,410 Eric Streets Suite 536,Smithton,Nebraska,65884,British Indian Ocean Territory (Chagos Archipelago),e6340118-99c8-4ca8-9a4f-49a21144f7e3,Haley,Torres,gcoleman@example.com,(555) 4622746,6d8c5a42-19a7-4fe3-8d31-e8e13482812c,Opportunity 78,Negotiation,37561.58,2024-12-21
0565fc33-2690-43a6-a3dd-4dd91423857a,Vasquez Inc,Reseller,Healthcare,9960861.46,620,http://myers-freeman.com/,(555) 4506375,(555) 5983749,4065 William Court,Rileybury,Washington,32351,Ghana,076bdaff-8763-484b-bb60-7a8dbb7b4ee3,Michelle,Bush,deannaacosta@example.com,(555) 6625326,35f8e301-c05d-43db-a3a2-3929458e7610,Opportunity 68,Proposal,465103.41,2024-10-18
2a85c1d6-f6a4-444b-b8bf-4705901a961f,Beck-Barber,Reseller,Manufacturing,7974210.11,3572,http://robertson-lester.com/,(555) 3653306,(555) 2541889,43066 Brown Rapid Apt. 016,South Amandaville,Missouri,69679,Saint Vincent and the Grenadines,1cecb1dd-62bb-4c12-a420-c2dd5f0cb871,Stephanie,Cowan,brennandavid@example.org,(555) 4864601,0f422d0e-fb31-4b01-b995-950275a0dd95,Opportunity 61,Proposal,77887.22,2024-12-08
722f94d4-0712-446b-9b2a-056da2e57008,Chaney-Brown,Customer,Technology,791941.16,458,http://daniels-banks.biz/,(555) 8134569,(555) 5646063,556 Williams Estates Suite 426,North Williamport,Delaware,03157,Jordan,3361751c-ec98-4aa7-97d1-5e1808f97da6,Virginia,Rivera,jeffrey91@example.com,(555) 8948029,60f996cf-0beb-4fbb-8fbf-db0564725701,Opportunity 79,Prospecting,292068.46,2024-11-26
7e1bdd88-0133-4104-aed1-5e32cc5516a3,"Johnson, Lewis and Collins",Consultant,Education,6535557.83,3631,https://www.smith.com/,(555) 9502002,(555) 7957672,34051 Elizabeth Spurs Suite 480,Port Marialand,Oklahoma,19004,Vietnam,9d1a8922-2e14-459a-af33-cc4955452e81,Gregory,Brown,alexandrabrown@example.org,(555) 4924048,c5951150-f03d-40f9-9bf1-a44406dd9a29,Opportunity 75,Prospecting,389786.47,2024-10-07
f2e62118-f583-4e43-bafe-a3bdbda56195,"Wallace, Diaz and Marsh",Reseller,Finance,9332559.87,4431,https://www.perry-smith.com/,(555) 3765884,(555) 2573875,97649 Nielsen Ferry,West Theresa,Kansas,24312,Saint Helena,4889a49a-6a09-4c99-9222-c720c13545fe,Dawn,Hendrix,alexis91@example.com,(555) 1548173,efa27ea1-01ff-49ce-a536-a5b6a6bfb648,Opportunity 61,Prospecting,410155.37,2024-10-22
195dd599-265b-41b3-bc26-78568d3f1994,Davis-Boyd,Customer,Healthcare,2741709.01,3415,https://hernandez-morgan.net/,(555) 6822834,(555) 1440955,42054 Fowler Landing,North William,Montana,61979,Sri Lanka,cee69025-684a-4dc9-9021-687379983397,Michael,Lindsey,dunnjeffrey@example.org,(555) 7759315,a6c738ff-b9a9-46b9-a731-f25cf016182a,Opportunity 34,Proposal,22231.02,2024-12-12
9a9c7796-b71f-40de-b3cc-81fc8f99f655,Banks LLC,Distributor,Technology,4706584.9,4955,https://www.sims.com/,(555) 7953921,(555) 1492551,93710 Smith Shoal,Lake Jeffrey,Vermont,38790,Italy,c507cd09-c077-46f5-80f3-1e86682b703b,Victoria,Carter,vanessagibson@example.com,(555) 8595524,5a6f4582-acd8-4b39-a0e1-2717e4707ad1,Opportunity 28,Proposal,70616.7,2024-12-25
65f9ebcf-c2c7-4b97-94d6-6372179ea866,Hoffman Group,Distributor,Manufacturing,9228384.65,255,http://dominguez.net/,(555) 6351946,(555) 9476939,85454 Hicks Motorway Suite 024,East Lauraview,Alaska,14435,Georgia,8a096e3c-8235-45f1-a101-f4c70bd1ef69,Dominique,Davis,ufisher@example.com,(555) 8037071,de80cc8b-f8c2-415d-a098-0d0b242866b3,Opportunity 44,Closed Lost,23862.75,2024-09-29
c949826a-bf4a-4a3d-8629-b6f3583a3b17,"Gonzalez, Williams and Brooks",Customer,Education,3761792.77,2147,http://cox.net/,(555) 2718259,(555) 5125396,92754 Craig Radial,South Nicoleland,Connecticut,98404,Niue,c74622cd-a2f5-4d2b-bc3d-629e3be00b09,Sherry,Thomas,johnsonian@example.org,(555) 2683338,702cbfe5-99ff-4188-8a79-25be74b2e097,Opportunity 30,Qualification,481915.23,2024-12-01
2bcd1807-c92a-4ab0-9f23-9df458fa4b02,"Gould, Mercado and Lynch",Distributor,Manufacturing,241786.1,2758,https://white.net/,(555) 1322925,(555) 9153712,9424 Mathis Extension Apt. 954,Carlsonbury,Kentucky,95718,Sudan,34f89144-98b2-42f9-b9dd-59608af55ccf,Robert,Morales,velezsamuel@example.com,(555) 6802697,9cdd8b64-28ca-4e71-840a-87eb1faa7767,Opportunity 72,Closed Lost,214563.4,2024-12-12
968d5549-443a-44fc-a815-844b311aa594,Martinez-Johnson,Partner,Retail,1061715.35,2050,http://www.bryan.com/,(555) 9565477,(555) 7122706,3490 Rodriguez Mills Apt. 095,Fernandezport,Rhode Island,96987,Cyprus,fc7bc82e-a0f4-406a-b600-785afcd0b4b0,Annette,Nichols,tylerjordan@example.com,(555) 9971557,247f42bc-b862-49fe-ba12-e68f28c2f52e,Opportunity 83,Prospecting,265944.7,2024-12-10
a88c6fca-0402-4661-a99b-715fd5376610,Rios-Warren,Distributor,Technology,3185623.02,4935,http://www.thomas-hayes.net/,(555) 5552191,(555) 9849814,48866 Ramirez Common,South Eddiefurt,Utah,52560,France,c88d356b-737f-4282-9135-29c137497816,Xavier,Guerrero,freemanjodi@example.net,(555) 7504941,eb1fa032-f6e9-4869-a929-00f0743d5ba8,Opportunity 67,Prospecting,382904.9,2024-12-07
dbdc9600-8a81-42a8-a129-6bd2f379252b,Watson-Jenkins,Consultant,Manufacturing,5714880.76,2839,https://hall-graham.org/,(555) 6511603,(555) 8920103,692 Allen Square Suite 934,New Heatherport,New York,43706,Barbados,6bc360f7-dd34-454d-ae14-4f0e9f74ac6a,Jessica,Jones,jonesjon@example.com,(555) 8001882,abcc8c41-6b74-49f4-b46f-d5e041965965,Opportunity 59,Qualification,286337.01,2024-10-21
cfcf6158-2fa1-4f6c-a76c-64598111a656,Davidson and Sons,Distributor,Manufacturing,6299633.04,1166,https://blake.com/,(555) 6860202,(555) 2176430,2208 Travis Turnpike,New Peter,Oklahoma,16202,Korea,0ef79ad4-a8a9-4a7f-8a84-2f5abb5d7c8a,Brittany,Johnson,jacksonkristin@example.net,(555) 5340032,04983a6a-c34e-463d-9be9-142b10999efc,Opportunity 12,Closed Lost,392992.78,2024-11-20
c4da4e7f-35ea-437d-8356-e56bfa791280,"Ward, Lynch and Cook",Distributor,Finance,2592592.7,52,https://brooks.com/,(555) 3883845,(555) 2971904,2233 Kristen Divide Apt. 962,South Jasonton,Connecticut,97115,Senegal,5b8b3a12-72d8-4c9a-aebc-5756ffde1101,Melanie,Kelly,john93@example.com,(555) 4845891,6a1d601f-4dbc-4bd0-a902-6d78cf6b86cf,Opportunity 51,Prospecting,249118.69,2024-10-02
b4ee631c-3c78-496e-9f27-8b532946ba6e,Stone Inc,Consultant,Healthcare,7195112.0,1570,http://reese-dodson.com/,(555) 4700271,(555) 5073142,9725 Stephanie Alley Suite 694,Taylorland,Ohio,28987,Mauritania,44839749-3e96-4e3f-8c50-9a85e3e21acc,Brittany,Chavez,jack28@example.net,(555) 2971095,ae9681b6-0e1c-46b3-bc4b-11689d4167ef,Opportunity 49,Qualification,349195.09,2024-12-20
3c97372b-3b07-43ba-92d6-e18e8097eb56,Benson-Kelley,Partner,Healthcare,6986272.24,3016,https://cameron.info/,(555) 6822845,(555) 2448765,373 Evans Courts,New Jeanne,Kansas,51497,Niue,9b60f98d-62bc-4a20-ab6a-1d88e3025ba4,John,Smith,vschmitt@example.com,(555) 6246539,afe7f69c-3eb1-4f82-9e66-74631d101295,Opportunity 63,Qualification,394435.06,2024-11-05
afb69764-ea97-4a4d-9e91-501e2b9a0616,"Hart, Rivera and Lawson",Partner,Finance,2849518.52,2799,http://www.cummings-newman.com/,(555) 9932573,(555) 2856096,6874 Meyers Plains Suite 972,West Brittany,Texas,95060,Guatemala,baef5af5-2cf1-4775-8f27-fe01d7970b27,Paige,Williams,michellefarrell@example.org,(555) 8135392,c4ae8e41-d00d-4128-a6ff-11309f4b4071,Opportunity 48,Negotiation,144455.67,2024-10-11
98fea68a-2e0b-4820-abf2-16da8c1f3df7,Ellis-Jefferson,Distributor,Healthcare,9769018.95,3578,https://griffin-espinoza.com/,(555) 8045980,(555) 6377525,7807 Walker Mills Apt. 025,Rachelton,Colorado,04945,Guyana,633796a8-0549-4abf-a009-be3923d945e3,Sherri,Hodge,conradkelly@example.net,(555) 4321932,0d4bf133-8b98-43c6-96cb-3fe3ecdaf613,Opportunity 36,Closed Won,457324.23,2024-10-10
fc37fcaf-fa0d-4961-9815-3cb53d33fe56,Young-Woods,Distributor,Finance,1639944.86,4124,http://www.white.com/,(555) 9741956,(555) 7811671,5715 Martinez Spur Apt. 110,East Gary,Delaware,47659,Turks and Caicos Islands,b26ce883-29b1-4d09-898b-2ca661610f56,Vanessa,Farley,bradleydoyle@example.net,(555) 5315146,8d7b80db-7ac7-4b45-8fc3-df10254e4496,Opportunity 44,Qualification,279603.99,2024-12-01
d04216d2-7376-4b04-a668-765ed16944b3,Huang and Sons,Distributor,Manufacturing,6502277.0,3957,https://www.rush-bush.com/,(555) 4944959,(555) 8502327,810 Gary Plaza Suite 884,Vasquezfort,Minnesota,12215,Kenya,b44eb55e-9fac-4646-9f5d-1d99dccd61cf,Dennis,Reed,andrealuna@example.org,(555) 7624889,ae0ab922-33ca-46dc-aefc-969da48f19eb,Opportunity 86,Proposal,279719.74,2024-12-15
9a7dd7fe-9dda-45fd-b6a6-bfa0cb9952e0,Craig-Mcclain,Partner,Finance,4168514.18,2066,https://carpenter.org/,(555) 3647447,(555) 7602754,76999 Timothy Station,Coxshire,Connecticut,71695,Samoa,93ff1164-1147-474b-a8a4-9a82611f2d6c,Jeffrey,Valentine,matthew99@example.net,(555) 9234075,78636f0d-2302-4afc-927e-1ff073aa6cf9,Opportunity 9,Negotiation,302231.02,2024-12-01
009f9215-7670-400a-9857-4d06e88df56c,"Garner, Sexton and Olsen",Consultant,Education,1794176.26,359,http://adams.org/,(555) 6030754,(555) 6936603,437 Young Valleys,East Brianmouth,West Virginia,10801,Slovenia,d4f7305d-618a-4ff1-9496-e2e5d6ab23cb,Mary,Scott,nochoa@example.org,(555) 8651849,1e7722ca-8568-4046-90ac-984dbcc44e88,Opportunity 22,Qualification,476248.59,2024-12-22
01bdc165-eaaa-4fdd-8979-ea7ae968308c,Gonzales-Johnson,Reseller,Technology,1684730.94,738,http://www.moreno.com/,(555) 3548121,(555) 8147668,41323 Penny Center,East Mitchell,Arkansas,90609,Nauru,1e4841be-205f-4354-b3a6-e9e82df6c13f,Courtney,Ray,dennismclaughlin@example.com,(555) 6527833,32cae2ac-e036-4c76-8597-fddac71f84f9,Opportunity 1,Prospecting,73986.58,2024-12-10
dc106ddf-1145-474f-a9cb-73499eb65c21,Buchanan Ltd,Distributor,Education,3821437.63,414,https://www.mullen-hughes.info/,(555) 3278068,(555) 8867684,60928 Jennifer Trace,West Megan,Oklahoma,62752,Seychelles,094ef872-ed38-4972-ab82-15554c718e49,Cody,Gray,vlynch@example.org,(555) 5358246,51823939-3b55-4819-b8ac-a102305ac7db,Opportunity 65,Prospecting,140767.44,2024-11-29
71bcdd28-3841-4aad-8216-201d83be699a,"Wright, Walsh and Brooks",Partner,Manufacturing,177048.95,4711,http://www.mata.info/,(555) 7360942,(555) 7895349,76540 Joseph Passage Suite 389,North Ronaldstad,Mississippi,55958,United Kingdom,caa210fa-70b6-4f2a-a6f8-184f96f82e33,Amanda,Rice,charlesvaughan@example.com,(555) 1141113,d8035199-eded-41bf-aa14-a8836fcbc95a,Opportunity 41,Negotiation,350652.48,2024-12-03
5323be57-609a-44f3-af9f-d13b85dc6ba7,Carlson LLC,Reseller,Finance,357390.45,4443,http://evans.com/,(555) 7341168,(555) 6925573,7858 Brown View Suite 708,Scottton,Wisconsin,67115,France,19216e40-e13f-4d1d-980c-0ce595077e84,Bethany,Padilla,prattbrittany@example.org,(555) 6955499,6c7be918-9e7c-4286-8d7b-1d006aa00956,Opportunity 94,Closed Lost,372980.13,2024-11-29
97800fc5-4967-4865-a7df-556c0d268b2e,"Bennett, Fernandez and Hernandez",Reseller,Healthcare,5479967.06,2510,http://brown.org/,(555) 2557146,(555) 4337083,8943 Bryan Plain,Port Robertville,Montana,86188,Jordan,dac034f8-35ca-44c0-b9be-2afb47b02f63,Hayley,Martinez,leah62@example.org,(555) 2958295,c2c5e33b-deac-43e2-b5cb-57237b0148de,Opportunity 29,Closed Lost,57928.86,2024-11-02
1d656465-2633-4dc9-bf66-7605509ea690,"Mcdonald, Brown and Lucero",Consultant,Retail,1293277.11,2827,https://www.preston-olsen.com/,(555) 2285790,(555) 7412369,739 Hayley Mills Suite 896,South Catherineburgh,Vermont,67337,Lithuania,ab49ee42-419b-4d97-af49-cc2ccacb1781,Edward,Scott,hickmanfranklin@example.org,(555) 2589665,b88752fd-170f-49d5-b531-145eff39864c,Opportunity 1,Closed Lost,494710.47,2024-11-30
ad5f4832-0e07-4814-83fb-68df28dd577a,Garrett Group,Consultant,Technology,3379619.68,1348,http://moore.org/,(555) 7867444,(555) 6529244,2103 Juan Key,Williamsview,Michigan,71070,Tajikistan,dd7557bb-eeac-43d8-ab2a-d4a3ae0fcaf8,Joshua,Smith,omar88@example.net,(555) 2723524,d6dd74df-e70f-4c44-bcd7-4e42208112aa,Opportunity 42,Qualification,176596.62,2024-11-05
b8af186d-5921-4124-a2bc-d12481d31763,Hodge-Harris,Partner,Healthcare,6268738.35,3953,http://www.pollard-sexton.com/,(555) 4056597,(555) 5533107,8534 Megan Lane Apt. 407,West Jasonstad,Wyoming,32475,United States Minor Outlying Islands,d1b7a009-bbe4-4e8b-b280-1b906f456b0a,Darlene,Woods,joseph25@example.net,(555) 6919417,b448d3ee-462b-4cec-be5a-d88777c458fb,Opportunity 55,Qualification,368671.95,2024-10-20
e9bdbcdd-f642-43f3-a9d2-899e8fc6d7dd,"Brown, Stuart and Jones",Customer,Technology,9771727.31,2427,https://www.johnson.info/,(555) 1650930,(555) 9791498,051 Matthew Spur,East William,Utah,03182,Micronesia,7aec7b9e-4348-4141-a1a1-2ba325180293,Shelley,Monroe,tonyromero@example.net,(555) 5035578,4e39e57d-8701-4249-b767-97a4033f1f55,Opportunity 15,Proposal,473480.18,2024-12-05
18954691-0e03-49b3-b1a6-995b4ef5d0c4,Ford-Mitchell,Consultant,Manufacturing,6937872.72,3586,http://pratt.org/,(555) 7168116,(555) 2842686,39579 Gonzalez Shore Suite 871,South Matthewbury,North Carolina,81894,Japan,06154a03-4f3c-43ad-9662-d9454362ca0f,Jamie,Olsen,jay10@example.net,(555) 6033220,a8372145-5fd8-446d-8404-74f71e07456f,Opportunity 2,Closed Lost,353997.09,2024-11-09
3cc48036-f215-436b-ad08-5d8e627317da,Kennedy-Roy,Customer,Technology,5534940.49,2747,http://www.young-nicholson.com/,(555) 7337929,(555) 6298281,449 Stephanie Key Suite 728,Alexandermouth,Connecticut,14575,Jordan,212bebcc-1fa2-459c-a4c6-22a8c605f906,Linda,Gibbs,amysanchez@example.org,(555) 3190951,984f0f8d-6dd8-468b-851f-b69a955704de,Opportunity 29,Closed Won,195582.4,2024-11-03
8a1520bc-c4f0-4201-abe3-ff633f9f3e90,Gomez-Jones,Distributor,Finance,1120777.61,4588,http://www.lee-rodgers.biz/,(555) 8409632,(555) 3841122,35603 Tiffany Mount,Mackfurt,Washington,21540,Malaysia,0a1aa9b8-f2d2-4ee7-9383-8e397aa8a36e,Melissa,Faulkner,riddleerin@example.org,(555) 3408449,736fb4fe-0556-4114-8209-9b95d5e3cbcf,Opportunity 86,Closed Lost,415972.21,2024-11-24
